business_name,phone,lat,lng,detail_link
Farrell's eXtreme Bodyshaping,(512) 458-0246,30.4901,-97.67978,https://www.yelp.com/biz/farrells-extreme-bodyshaping-round-rock?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Pastelaria São Paulo,,30.24441,-97.75808,https://www.yelp.com/biz/pastelaria-s%C3%A3o-paulo-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Lua Brazil,(512) 850-6677,30.26163,-97.71942,https://www.yelp.com/biz/lua-brazil-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Gracie Barra North Austin,(512) 921-4950,30.36852,-97.72004,https://www.yelp.com/biz/gracie-barra-north-austin-austin-3?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Aces Jiu Jitsu Club,(512) 956-5350,30.4564435232686,-97.6611607990445,https://www.yelp.com/biz/aces-jiu-jitsu-club-pflugerville?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
"North Austin Taekwondo, Jiu-Jitsu and Yoga",(512) 918-8025,30.4618377685547,-97.8146133422852,https://www.yelp.com/biz/north-austin-taekwondo-jiu-jitsu-and-yoga-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Vandry Brazilian Jiu Jitsu,(512) 585-1289,30.4280783675131,-97.7593582760027,https://www.yelp.com/biz/vandry-brazilian-jiu-jitsu-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Claunch Academy of BJJ,(512) 297-0529,30.4615372,-97.8147031,https://www.yelp.com/biz/claunch-academy-of-bjj-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
VOW BJJ,(512) 814-0183,30.32386,-97.7273,https://www.yelp.com/biz/vow-bjj-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Austin Homebrew Supply,(512) 300-2739,30.3735694885254,-97.7211608886719,https://www.yelp.com/biz/austin-homebrew-supply-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Soco Homebrew,(512) 428-6564,30.175651,-97.783327,https://www.yelp.com/biz/soco-homebrew-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Cafe Java- Austin,(512) 339-7677,30.4000609323005,-97.7041617306885,https://www.yelp.com/biz/cafe-java-austin-austin-4?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Tacodeli,(512) 339-1700,30.40744,-97.71322,https://www.yelp.com/biz/tacodeli-austin-6?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Donut 7,(512) 837-9221,30.39442,-97.720187,https://www.yelp.com/biz/donut-7-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Copper Restaurant & Dessert Lounge,(512) 215-3633,30.40042,-97.72714,https://www.yelp.com/biz/copper-restaurant-and-dessert-lounge-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Torchy's Tacos,(512) 291-7277,30.3707226502842,-97.7562901579395,https://www.yelp.com/biz/torchys-tacos-austin-7?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Eldorado Cafe,(512) 420-2222,30.36198,-97.74246,https://www.yelp.com/biz/eldorado-cafe-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Wild Chix & Waffles,(512) 888-9766,30.3544629161613,-97.7323084687866,https://www.yelp.com/biz/wild-chix-and-waffles-austin-5?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
JR'S Tacos,(512) 831-5554,30.4080738966991,-97.6976485642183,https://www.yelp.com/biz/jrs-tacos-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Mia Italian Tapas & Bar,(512) 215-9598,30.4010480276062,-97.7229421220703,https://www.yelp.com/biz/mia-italian-tapas-and-bar-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Sorrento's Drive Thru Coffee,(512) 419-9330,30.36054,-97.7405,https://www.yelp.com/biz/sorrentos-drive-thru-coffee-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Black Walnut Cafe,(512) 873-7800,30.3953740973379,-97.7197363657456,https://www.yelp.com/biz/black-walnut-cafe-austin-4?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Veracruz All Natural,(512) 363-5917,30.375522753902,-97.7293153479695,https://www.yelp.com/biz/veracruz-all-natural-austin-10?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Tacodeli,(512) 419-1900,30.3104773946775,-97.7400862024725,https://www.yelp.com/biz/tacodeli-austin-4?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Kerbey Lane Cafe,(512) 451-1436,30.30803,-97.75047,https://www.yelp.com/biz/kerbey-lane-cafe-austin-4?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Picnik,(737) 226-0644,30.3189735054924,-97.7391379775419,https://www.yelp.com/biz/picnik-austin-4?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Fonda San Miguel,(512) 459-4121,30.32545,-97.7435,https://www.yelp.com/biz/fonda-san-miguel-austin-7?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Modern Market Eatery,(512) 394-6173,30.395069,-97.749307,https://www.yelp.com/biz/modern-market-eatery-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Brio Tuscan Grille,(512) 794-1234,30.3934578445392,-97.7480925085724,https://www.yelp.com/biz/brio-tuscan-grille-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Snooze An AM Eatery,(512) 410-0670,30.30585,-97.74292,https://www.yelp.com/biz/snooze-an-am-eatery-austin-6?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Torchy's Tacos,(512) 382-0823,30.3233778,-97.7392263,https://www.yelp.com/biz/torchys-tacos-austin-10?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Tacodeli,(512) 467-9999,30.3487159938227,-97.7351448406143,https://www.yelp.com/biz/tacodeli-austin-11?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Mother's Cafe & Garden,(512) 451-3994,30.304374,-97.726005,https://www.yelp.com/biz/mothers-cafe-and-garden-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Chez Zee American Bistro,(512) 454-2666,30.3367272,-97.7579259,https://www.yelp.com/biz/chez-zee-american-bistro-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Mimi's Cafe,(512) 241-0309,30.385875,-97.73429,https://www.yelp.com/biz/mimis-cafe-austin-3?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Citizen Eatery,(512) 792-9546,30.3216936764352,-97.7389393582665,https://www.yelp.com/biz/citizen-eatery-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Noble Sandwich,(512) 666-5124,30.3190872591982,-97.7389053106308,https://www.yelp.com/biz/noble-sandwich-austin-2?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Pacha,(512) 420-8758,30.317377,-97.7406,https://www.yelp.com/biz/pacha-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Austin Terrier,(512) 369-3751,30.357109,-97.748635,https://www.yelp.com/biz/austin-terrier-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Manuels,(512) 345-1042,30.3967818,-97.7494226,https://www.yelp.com/biz/manuels-austin-2?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Central Donut,(512) 833-6993,30.3930110384531,-97.7067980747021,https://www.yelp.com/biz/central-donut-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Torchy's Tacos,(512) 494-8226,30.2936988,-97.7417964,https://www.yelp.com/biz/torchys-tacos-austin-4?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Biscuits and Groovy,(512) 220-9720,30.3141044899503,-97.7196990873646,https://www.yelp.com/biz/biscuits-and-groovy-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
ñoños tacos,(512) 609-8601,30.3480349675096,-97.7032811567187,https://www.yelp.com/biz/%C3%B1o%C3%B1os-tacos-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Tyson's Tacos,(512) 451-3326,30.3096229820831,-97.7153485985112,https://www.yelp.com/biz/tysons-tacos-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Arturo's Underground Cafe,(512) 469-0380,30.2797094,-97.74192,https://www.yelp.com/biz/arturos-underground-cafe-austin-2?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
OneTaco - an urban taqueria,(512) 258-5525,30.4254882999783,-97.7536881421342,https://www.yelp.com/biz/onetaco-an-urban-taqueria-austin-2?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
La Cocina de Consuelo,(512) 524-4740,30.316091,-97.74143,https://www.yelp.com/biz/la-cocina-de-consuelo-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
S-H Donuts,(512) 926-6094,30.30054,-97.68516,https://www.yelp.com/biz/s-h-donuts-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Jim's Restaurants,(512) 837-1119,30.37445,-97.7278,https://www.yelp.com/biz/jims-restaurants-austin-6?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Dai Due,(512) 524-0688,30.2848871297558,-97.7167839693365,https://www.yelp.com/biz/dai-due-austin-5?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
First Watch,(512) 452-3447,30.35508,-97.73323,https://www.yelp.com/biz/first-watch-austin-3?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
The Original Pancake House,(512) 873-7200,30.4144347530125,-97.6893109799011,https://www.yelp.com/biz/the-original-pancake-house-austin-2?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Yucatan Tacos,(512) 826-3709,30.3900121154472,-97.7200455764272,https://www.yelp.com/biz/yucatan-tacos-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Cafe Java - Round Rock,(512) 238-0700,30.4954655899681,-97.6537911060822,https://www.yelp.com/biz/cafe-java-round-rock-round-rock?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
The Steeping Room,(512) 467-2663,30.31218,-97.73866,https://www.yelp.com/biz/the-steeping-room-austin-2?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Chilis,,30.3725372015239,-97.727,https://www.yelp.com/biz/chilis-austin-9?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Techo Mezcaleria & Agave Bar,(512) 480-8441,30.28412,-97.7189099,https://www.yelp.com/biz/techo-mezcaleria-and-agave-bar-austin-2?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
The Iron Bear,(512) 482-8993,30.270101419529,-97.7432864219643,https://www.yelp.com/biz/the-iron-bear-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
The Rattle Inn,(512) 373-8306,30.27033,-97.74844,https://www.yelp.com/biz/the-rattle-inn-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Adelbert's Brewery,(512) 662-1462,30.382666,-97.720169,https://www.yelp.com/biz/adelberts-brewery-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Austin Beerworks,(512) 821-2494,30.3795751,-97.7298481,https://www.yelp.com/biz/austin-beerworks-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
North By Northwest Restaurant & Brewery - Stonelake,(512) 467-6969,30.39065,-97.73754,https://www.yelp.com/biz/north-by-northwest-restaurant-and-brewery-stonelake-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
4th Tap Brewing Co-op,(512) 904-9817,30.3852,-97.71196,https://www.yelp.com/biz/4th-tap-brewing-co-op-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Pinthouse Pizza,(512) 436-9605,30.3187905381179,-97.7391115483136,https://www.yelp.com/biz/pinthouse-pizza-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Black Star Co-op Pub & Brewery,(512) 452-2337,30.3381716531677,-97.7188450098038,https://www.yelp.com/biz/black-star-co-op-pub-and-brewery-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Las Palomas Restaurant & Bar,(512) 327-9889,30.271881,-97.800071,https://www.yelp.com/biz/las-palomas-restaurant-and-bar-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
The Local Pub and Patio,(512) 478-2337,30.2915658,-97.7414793,https://www.yelp.com/biz/the-local-pub-and-patio-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Texas Bar & Grill,(512) 255-2229,30.45037,-97.694688,https://www.yelp.com/biz/texas-bar-and-grill-austin-2?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Chili's,(512) 420-8353,30.31332,-97.73835,https://www.yelp.com/biz/chilis-austin-29?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Full Circle Bar,(512) 814-0211,30.27392,-97.72037,https://www.yelp.com/biz/full-circle-bar-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Little Woodrow's Tech Ridge,(512) 852-8078,30.40014,-97.65851,https://www.yelp.com/biz/little-woodrows-tech-ridge-austin-3?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Little Woodrow's ,(512) 276-2390,30.329127876655,-97.7395716792886,https://www.yelp.com/biz/little-woodrows-austin-21?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
BJ's Restaurant & Brewhouse,(512) 349-9000,30.3922833167672,-97.7324542751691,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-austin-2?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Celis Brewery,(512) 524-2377,30.3800770884982,-97.716005036956,https://www.yelp.com/biz/celis-brewery-austin-2?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Circle Brewing Company,(512) 814-7599,30.39105,-97.71535,https://www.yelp.com/biz/circle-brewing-company-austin-2?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Oskar Blues Brewery,(512) 243-7054,30.3848839299336,-97.7148490246127,https://www.yelp.com/biz/oskar-blues-brewery-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
The Brewtorium Brewery & Kitchen,(512) 524-0323,30.3258884311273,-97.7175339123001,https://www.yelp.com/biz/the-brewtorium-brewery-and-kitchen-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Flying Man Brewing Company,(512) 910-4099,30.4020529,-97.6283924,https://www.yelp.com/biz/flying-man-brewing-company-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Southern Heights Brewery,(512) 358-4350,30.2771243610249,-97.6695619322026,https://www.yelp.com/biz/southern-heights-brewery-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Shenanigans Night Club,(512) 258-9717,30.44644,-97.77896,https://www.yelp.com/biz/shenanigans-night-club-austin-3?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Darband Hookah Lounge,(512) 731-7519,30.452406,-97.781062,https://www.yelp.com/biz/darband-hookah-lounge-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Ojos Locos Sports Cantina,(512) 382-0316,30.3370343798347,-97.7022547924471,https://www.yelp.com/biz/ojos-locos-sports-cantina-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Vaquero's Cafe and Cantina,(512) 382-7899,30.27087,-97.81717,https://www.yelp.com/biz/vaqueros-cafe-and-cantina-austin-2?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
The Cloak Room,(512) 472-9808,30.2756075728875,-97.7420997619629,https://www.yelp.com/biz/the-cloak-room-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Star Bar,(512) 477-8550,30.2698824290103,-97.748554037788,https://www.yelp.com/biz/star-bar-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Oddwood Ales,,30.2867637797208,-97.7055231586004,https://www.yelp.com/biz/oddwood-ales-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Bluebonnet Beer Company,(512) 774-4258,30.49208,-97.647148,https://www.yelp.com/biz/bluebonnet-beer-company-round-rock?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Bike & Brew ATX,(832) 773-4012,30.25841,-97.71143,https://www.yelp.com/biz/bike-and-brew-atx-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
SoCo Gingerbeer,(512) 387-1955,30.2965322962695,-97.7072820558197,https://www.yelp.com/biz/soco-gingerbeer-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Buffalo Wild Wings,(512) 323-9061,30.33784,-97.70175,https://www.yelp.com/biz/buffalo-wild-wings-austin-3?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Buffalo Wild Wings,(512) 339-0772,30.4112189218405,-97.6751050313589,https://www.yelp.com/biz/buffalo-wild-wings-austin-5?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Morelia Mexican Grill,(512) 255-0511,30.487213943465,-97.6790157201753,https://www.yelp.com/biz/morelia-mexican-grill-round-rock?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Arab Cowboy Cafe & Hookah Lounge,(512) 477-9456,30.2879009246826,-97.7470092773438,https://www.yelp.com/biz/arab-cowboy-cafe-and-hookah-lounge-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Skinny Bob's Billiards & Sports Bar,(512) 733-1111,30.4879769,-97.6801049,https://www.yelp.com/biz/skinny-bobs-billiards-and-sports-bar-round-rock?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Chili's,(512) 251-2442,30.417283,-97.671773,https://www.yelp.com/biz/chilis-austin-17?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
